Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
흩어져	769					2.8865
불행한	769					2.8865
심각하게	769					2.8865
높게	769					2.8865
전체적인	769					2.8865
내세워	769					2.8865
순간에	768					2.8859
소재로	768					2.8859
이유도	768					2.8859
대문	768					2.8859
벌어지는	768					2.8859
뜻에서	768					2.8859
내야	768					2.8859
내놓고	767					2.8854
바뀐	767					2.8854
기자회견을	767					2.8854
아프리카	767					2.8854
쉴	767					2.8854
재미있게	767					2.8854
늘어날	767					2.8854
왔습니다.	767					2.8854
선수들이	767					2.8854
총을	766					2.8848
이어질	766					2.8848
고객	766					2.8848
경남	765					2.8842
정해진	765					2.8842
주장에	765					2.8842
준비가	765					2.8842
하자는	765					2.8842
해서는	764					2.8837
절대적인	764					2.8837
많을	764					2.8837
부지런히	764					2.8837
생각으로	764					2.8837
놓는	764					2.8837
못하도록	764					2.8837
전세계	763					2.8831
누구를	763					2.8831
살면서	763					2.8831
제시하고	763					2.8831
홍	763					2.8831
시장은	763					2.8831
조용한	763					2.8831
환자	763					2.8831
45	763					2.8831
경쟁이	763					2.8831
현재는	763					2.8831
사업에	763					2.8831
가운데는	763					2.8831
교육에	762					2.8825
체제	762					2.8825
시민들의	761					2.8820
"""그러나"	761					2.8820
선택한	761					2.8820
인정하지	761					2.8820
이후로	760					2.8814
틀을	760					2.8814
갇혀	760					2.8814
사흘	760					2.8814
형성된	760					2.8814
토론을	760					2.8814
앞선	760					2.8814
대비	760					2.8814
1만	760					2.8814
지킬	759					2.8808
외에는	759					2.8808
가정의	759					2.8808
시절에	759					2.8808
개발에	759					2.8808
주인공이	759					2.8808
하겠다는	759					2.8808
활발한	759					2.8808
막는	759					2.8808
고유한	759					2.8808
바란다.	758					2.8802
교사	758					2.8802
누구의	758					2.8802
않겠다는	758					2.8802
시민들이	757					2.8797
95년	757					2.8797
대만	757					2.8797
현실에서	757					2.8797
되기를	757					2.8797
총리가	757					2.8797
틈을	757					2.8797
방식은	756					2.8791
있는지를	756					2.8791
못하였다.	756					2.8791
적합한	756					2.8791
사용하지	756					2.8791
멍하니	756					2.8791
그랬다.	756					2.8791
나무가	756					2.8791
들어와서	755					2.8785
않으려고	755					2.8785
원칙에	755					2.8785
사고의	755					2.8785
신을	755					2.8785
4)	754					2.8779
자세한	754					2.8779
여행	754					2.8779
그러기에	754					2.8779
권위를	754					2.8779
"소리,"	754					2.8779
제품의	754					2.8779
지역은	754					2.8779
드러내는	753					2.8774
걱정	753					2.8774
사상의	753					2.8774
분들이	753					2.8774
무언가	753					2.8774
나누고	753					2.8774
구조가	753					2.8774
도중	753					2.8774
원리를	753					2.8774
사장이	753					2.8774
학교가	752					2.8768
일이라고	752					2.8768
거리는	752					2.8768
무엇인가.	752					2.8768
흙을	752					2.8768
주장한	751					2.8762
깊게	751					2.8762
개발한	751					2.8762
발견된	751					2.8762
무수한	751					2.8762
선택할	751					2.8762
저지른	751					2.8762
어깨에	751					2.8762
백제의	751					2.8762
이야기의	751					2.8762
줄도	750					2.8756
평가	750					2.8756
"있었지만,"	750					2.8756
정이	750					2.8756
언제든지	749					2.8751
자기는	749					2.8751
시선이	749					2.8751
명령을	749					2.8751
국민은	749					2.8751
한반도의	749					2.8751
남	749					2.8751
"""이제"	749					2.8751
동물의	749					2.8751
본격	748					2.8745
근	748					2.8745
아저씨가	748					2.8745
바깥	748					2.8745
강의를	748					2.8745
쭉	748					2.8745
위와	748					2.8745
아름답게	748					2.8745
3분의	748					2.8745
카드를	747					2.8739
당하고	747					2.8739
가방을	747					2.8739
떨고	747					2.8739
묻어	747					2.8739
척	747					2.8739
것이지요.	746					2.8733
속도를	746					2.8733
아기의	746					2.8733
생활은	746					2.8733
15	745					2.8727
인식하고	745					2.8727
방사선	745					2.8727
자신에	745					2.8727
이름의	745					2.8727
세월	745					2.8727
그거	745					2.8727
사회와	745					2.8727
보러	745					2.8727
발이	745					2.8727
열리고	745					2.8727
이들에게	745					2.8727
추운	744					2.8722
교사가	744					2.8722
관심은	744					2.8722
본질을	744					2.8722
잊을	744					2.8722
경제에	744					2.8722
지방에	744					2.8722
확실하게	744					2.8722
노동	744					2.8722
버린다.	744					2.8722
구성되어	743					2.8716
병	743					2.8716
불편한	743					2.8716
거였다.	743					2.8716
이것	743					2.8716
인	743					2.8716
치며	743					2.8716
관계의	743					2.8716
5개	743					2.8716
귀가	743					2.8716
모으고	742					2.8710
초에	742					2.8710
세계적으로	742					2.8710
나.	742					2.8710
열릴	742					2.8710
들어가면	742					2.8710
보유하고	742					2.8710
생각했던	742					2.8710
아들은	742					2.8710
미래에	741					2.8704
출신인	741					2.8704
연기가	741					2.8704
떠났다.	741					2.8704
바탕을	741					2.8704
결정할	741					2.8704
생각하게	741					2.8704
뛰는	741					2.8704
커피	741					2.8704
벗고	740					2.8698
설명이	740					2.8698
다니던	740					2.8698
성명을	740					2.8698
때때로	740					2.8698
동양의	740					2.8698
들려왔다.	740					2.8698
죽음이	740					2.8698
3대	740					2.8698
소수의	740					2.8698
고구려	740					2.8698
이리하여	740					2.8698
표현	739					2.8692
말라고	739					2.8692
어쩌다	739					2.8692
독립을	739					2.8692
면을	739					2.8692
아름다움을	739					2.8692
하려면	739					2.8692
"주고,"	739					2.8692
인식의	739					2.8692
싶어서	739					2.8692
것보다는	739					2.8692
자기도	738					2.8686
산업의	738					2.8686
대하여는	738					2.8686
바위	738					2.8686
무게를	737					2.8681
완벽하게	737					2.8681
수백	737					2.8681
바다에	737					2.8681
요컨대	737					2.8681
초기에	736					2.8675
유독	736					2.8675
찾아야	736					2.8675
산다는	736					2.8675
해결하는	736					2.8675
공연	736					2.8675
구조적	736					2.8675
다수의	735					2.8669
창조적	735					2.8669
이론적	735					2.8669
대화	735					2.8669
포기하고	735					2.8669
체계를	735					2.8669
"있었으며,"	735					2.8669
주민들은	735					2.8669
점심을	735					2.8669
생긴다.	735					2.8669
비를	735					2.8669
시작되었다.	735					2.8669
드러내고	734					2.8663
싫어하는	734					2.8663
혼란을	734					2.8663
학문을	734					2.8663
펴고	734					2.8663
니가	734					2.8663
부른	734					2.8663
길이가	734					2.8663
하나만	734					2.8663
동료	734					2.8663
"보아라.
"	733					2.8657
함은	733					2.8657
확	733					2.8657
지가	733					2.8657
상관없이	733					2.8657
무한한	733					2.8657
통신	733					2.8657
어	733					2.8657
반해	732					2.8651
파리	732					2.8651
국가와	732					2.8651
싶어하는	732					2.8651
회의에서	732					2.8651
살펴	732					2.8651
파악하고	732					2.8651
쌓인	731					2.8645
있는가를	731					2.8645
가격을	731					2.8645
선물을	731					2.8645
장면이	731					2.8645
시험	731					2.8645
알을	731					2.8645
비는	731					2.8645
덧붙였다.	731					2.8645
나중에는	731					2.8645
않아요.	730					2.8639
듣기	730					2.8639
"못하고,"	730					2.8639
있기도	729					2.8633
힘은	729					2.8633
처한	729					2.8633
진정	729					2.8633
시작으로	729					2.8633
"그리고,"	729					2.8633
시인은	729					2.8633
구멍을	728					2.8627
메시지를	728					2.8627
상대방의	728					2.8627
도	728					2.8627
"""지금"	728					2.8627
일부가	728					2.8627
저녁을	728					2.8627
"기록했다.
"	728					2.8627
쌀을	728					2.8627
"것이지만,"	727					2.8621
총리의	727					2.8621
줄이는	727					2.8621
강렬한	727					2.8621
일들이	727					2.8621
경제는	727					2.8621
힘	727					2.8621
돌아가	726					2.8615
편	726					2.8615
자연스러운	726					2.8615
전남	726					2.8615
이하	726					2.8615
국내외	726					2.8615
경찰의	726					2.8615
4개	726					2.8615
걸어서	726					2.8615
손가락	725					2.8609
행동에	725					2.8609
아니야.	725					2.8609
하나.	725					2.8609
프로그램이	725					2.8609
퍼져	725					2.8609
다.	725					2.8609
정식	725					2.8609
양반	724					2.8603
정권이	724					2.8603
현실은	724					2.8603
깔고	724					2.8603
하러	724					2.8603
쳐다보았다.	724					2.8603
불에	723					2.8597
자료가	723					2.8597
비용이	723					2.8597
조건으로	723					2.8597
지식인의	723					2.8597
있은	723					2.8597
"예상된다.
"	723					2.8597
30대	723					2.8597
행위는	723					2.8597
사실과	723					2.8597
틀림없다.	723					2.8597
내면	722					2.8591
무시하고	722					2.8591
현대는	722					2.8591
멈추고	722					2.8591
귀중한	722					2.8591
"듣고,"	722					2.8591
지켜야	722					2.8591
승부를	722					2.8591
꿈에	722					2.8591
측면을	722					2.8591
자네가	721					2.8585
타고난	721					2.8585
줄일	721					2.8585
우승을	721					2.8585
발전의	721					2.8585
의도가	720					2.8579
"바랍니다.
"	720					2.8579
세력이	720					2.8579
감정의	720					2.8579
거짓말을	720					2.8579
잘하는	720					2.8579
받아들이는	720					2.8579
그런가	720					2.8579
봐	719					2.8573
걸음	719					2.8573
작업에	719					2.8573
활용할	719					2.8573
기업들의	719					2.8573
규모는	718					2.8567
위기	718					2.8567
"열었다.
"	718					2.8567
인간에게	717					2.8561
협상	717					2.8561
신당	717					2.8561
스스로가	717					2.8561
"보니,"	717					2.8561
평생을	717					2.8561
이르고	716					2.8555
장사를	716					2.8555
잡혀	716					2.8555
체제의	716					2.8555
부드럽게	716					2.8555
1학년	716					2.8555
국가에	715					2.8549
한나라당의	715					2.8549
남겨	715					2.8549
눈물	714					2.8543
그간	714					2.8543
당대의	714					2.8543
"""이런"	714					2.8543
뻗어	714					2.8543
수혜는	714					2.8543
정신적인	714					2.8543
드러나는	714					2.8543
공사를	714					2.8543
진실로	714					2.8543
위에는	713					2.8537
시험을	713					2.8537
중에도	713					2.8537
90년대	713					2.8537
날씨가	713					2.8537
들리지	712					2.8531
가능할	712					2.8531
창문을	712					2.8531
성격의	712					2.8531
능력	712					2.8531
일찌감치	712					2.8531
때로	712					2.8531
종래의	712					2.8531
게임	712					2.8531
똑바로	712					2.8531
벗어난	711					2.8525
확인한	711					2.8525
점수를	711					2.8525
분은	711					2.8525
타격을	711					2.8525
이런저런	711					2.8525
사람이나	711					2.8525
닮은	711					2.8525
돌아오지	710					2.8519
컴퓨터가	710					2.8519
영향이	710					2.8519
시작해	710					2.8519
형	710					2.8519
가던	710					2.8519
성공적으로	710					2.8519
여덟	709					2.8513
구하는	709					2.8513
보이기	709					2.8513
슬그머니	709					2.8513
은행의	709					2.8513
연결되어	709					2.8513
일반적	709					2.8513
70년대	709					2.8513
과정	709					2.8513
음악이	708					2.8506
봐.	708					2.8506
것에서	708					2.8506
여자들이	708					2.8506
대량	708					2.8506
사랑하고	708					2.8506
경쟁력	708					2.8506
성적을	708					2.8506
믿는다.	708					2.8506
긴급	708					2.8506
글로벌	707					2.8500
다루고	707					2.8500
송	707					2.8500
욕구를	707					2.8500
나서야	707					2.8500
집단의	707					2.8500
있으면서도	707					2.8500
제작	707					2.8500
모른	707					2.8500
의무를	707					2.8500
있으니까	706					2.8494
"필요하다.
"	706					2.8494
하루는	706					2.8494
그러지	706					2.8494
못하여	706					2.8494
얘기도	706					2.8494
최소한의	705					2.8488
현실과	705					2.8488
없어도	705					2.8488
벗어	705					2.8488
서구의	705					2.8488
필자가	705					2.8488
정을	705					2.8488
광범위한	705					2.8488
직장	705					2.8488
고려할	705					2.8488
목표는	704					2.8482
소를	704					2.8482
숱한	704					2.8482
왔다고	704					2.8482
터져	704					2.8482
아파트를	704					2.8482
마찬가지였다.	704					2.8482
글에서	703					2.8476
공연히	703					2.8476
기초	703					2.8476
안된다는	703					2.8476
놈의	703					2.8476
정책에	703					2.8476
생각과	703					2.8476
주체가	703					2.8476
일컫는	703					2.8476
주제에	702					2.8470
이후에는	702					2.8470
"점,"	702					2.8470
나라에서는	702					2.8470
고려의	702					2.8470
"정치,"	702					2.8470
지적이	702					2.8470
대하는	702					2.8470
반쯤	701					2.8463
이루지	701					2.8463
얻지	701					2.8463
자유의	701					2.8463
스님은	701					2.8463
급한	701					2.8463
그것들은	700					2.8457
우려를	700					2.8457
말인가?	700					2.8457
셋째	700					2.8457
생산하는	700					2.8457
30년	700					2.8457
맑고	700					2.8457
법은	700					2.8457
부탁을	699					2.8451
키우는	699					2.8451
보려고	699					2.8451
들으면	699					2.8451
상대를	699					2.8451
전반	699					2.8451
91년	699					2.8451
건물을	699					2.8451
재서는	698					2.8445
나눈	698					2.8445
뛰고	698					2.8445
이미지	698					2.8445
시설을	698					2.8445
공통된	698					2.8445
달아	698					2.8445
실험을	698					2.8445
물과	697					2.8439
급격한	697					2.8439
위해선	697					2.8439
적을	697					2.8439
계단을	697					2.8439
이론은	697					2.8439
국민들은	697					2.8439
11	696					2.8432
최악의	696					2.8432
국회의원	696					2.8432
무료로	696					2.8432
달랐다.	696					2.8432
지식과	696					2.8432
업무	696					2.8432
행동은	695					2.8426
차차	695					2.8426
진정으로	695					2.8426
연락을	695					2.8426
인간적인	695					2.8426
숲	695					2.8426
다분히	695					2.8426
곳의	695					2.8426
현장을	695					2.8426
올라가는	695					2.8426
남성의	695					2.8426
그렇고	694					2.8420
적고	694					2.8420
기계	694					2.8420
변호사	694					2.8420
발생	694					2.8420
밖을	694					2.8420
근처에	694					2.8420
찾았다.	694					2.8420
친	694					2.8420
역할은	694					2.8420
모두를	694					2.8420
논리적	694					2.8420
고생을	693					2.8414
실패한	693					2.8414
속한	693					2.8414
종류가	693					2.8414
불쌍한	693					2.8414
"같이,"	693					2.8414
이룬다.	693					2.8414
여인이	692					2.8407
거리	692					2.8407
살았던	692					2.8407
자라는	692					2.8407
경제적인	692					2.8407
하고는	692					2.8407
뚝	692					2.8407
봄이	692					2.8407
기분을	692					2.8407
하여도	692					2.8407
94년	691					2.8401
고객이	691					2.8401
문제이다.	691					2.8401
조사에	691					2.8401
지었다.	691					2.8401
크기가	691					2.8401
들었던	691					2.8401
어둠이	691					2.8401
조그마한	691					2.8401
힘껏	691					2.8401
무리가	690					2.8395
"알아봅시다.
"	690					2.8395
대통령에게	690					2.8395
전하는	690					2.8395
보다는	690					2.8395
마리의	690					2.8395
예리는	690					2.8395
"같다""고"	690					2.8395
업고	689					2.8388
갔을	689					2.8388
신임	689					2.8388
했더니	689					2.8388
제각기	689					2.8388
방안에	689					2.8388
금세	688					2.8382
불교의	688					2.8382
미적	688					2.8382
취하고	688					2.8382
지배	688					2.8382
농촌	688					2.8382
말씀이	688					2.8382
좋았다.	688					2.8382
녀석이	687					2.8376
벌써부터	687					2.8376
노력은	687					2.8376
만약에	687					2.8376
미래	687					2.8376
에너지를	687					2.8376
이사를	686					2.8370
발표	686					2.8370
적에	686					2.8370
인식	686					2.8370
버리지	686					2.8370
반도체	686					2.8370
공기	686					2.8370
꿈은	686					2.8370
이내에	685					2.8363
뜬	685					2.8363
취임	685					2.8363
조기	685					2.8363
쌓아	685					2.8363
검토하고	685					2.8363
것같이	685					2.8363
운영하고	685					2.8363
술잔을	685					2.8363
합의를	684					2.8357
"한다면,"	684					2.8357
뜻한다.	684					2.8357
찍은	684					2.8357
안정된	684					2.8357
국어	683					2.8351
설명해	683					2.8351
일체의	683					2.8351
교육은	683					2.8351
인물로	683					2.8351
운영	683					2.8351
움직이고	683					2.8351
병에	683					2.8351
일할	683					2.8351
예술적	683					2.8351
의혹이	683					2.8351
파악하는	683					2.8351
임금	683					2.8351
통	682					2.8344
공부	682					2.8344
지친	682					2.8344
내려온	682					2.8344
일.	682					2.8344
철학의	682					2.8344
소송을	682					2.8344
자전거를	682					2.8344
3백	681					2.8338
범위를	681					2.8338
시집	681					2.8338
대상은	681					2.8338
싸우는	680					2.8331
앓고	680					2.8331
높아지고	680					2.8331
재벌	680					2.8331
제기되고	680					2.8331
최후의	680					2.8331
장관의	680					2.8331
사상이	680					2.8331
계획이	680					2.8331
와서는	680					2.8331
하기로	680					2.8331
분위기는	679					2.8325
여	679					2.8325
죽음에	679					2.8325
보더라도	679					2.8325
자체는	679					2.8325
이번이	679					2.8325
소박한	679					2.8325
손님을	679					2.8325
정해	678					2.8319
파악할	678					2.8319
이곳을	678					2.8319
자세가	678					2.8319
공개	678					2.8319
연화는	678					2.8319
내려와	678					2.8319
고려해	678					2.8319
까닭이	677					2.8312
우리나라는	677					2.8312
인구가	677					2.8312
점심	677					2.8312
책에	677					2.8312
일만	677					2.8312
달을	677					2.8312
총재는	677					2.8312
때문인지	677					2.8312
번의	677					2.8312
철학을	677					2.8312
들어간다.	677					2.8312
아닌가?	677					2.8312
a	677					2.8312
시위를	676					2.8306
저녁에	676					2.8306
낸다.	676					2.8306
자연에	676					2.8306
성질을	676					2.8306
산이	676					2.8306
존재할	676					2.8306
가져온	676					2.8306
침대	676					2.8306
버티고	676					2.8306
설령	676					2.8306
참가한	676					2.8306
신은	676					2.8306
to	676					2.8306
불교	675					2.8299
싫은	675					2.8299
사람이었다.	675					2.8299
줄로	675					2.8299
띤	675					2.8299
아홉	675					2.8299
사이가	675					2.8299
"했다""고"	675					2.8299
넣는	675					2.8299
무릎	674					2.8293
주변에서	674					2.8293
변화와	674					2.8293
화학	674					2.8293
때문인	674					2.8293
자전거	674					2.8293
주위	674					2.8293
감각	674					2.8293
하나하나	674					2.8293
피해가	674					2.8293
마음껏	674					2.8293
끊임없는	674					2.8293
거둔	674					2.8293
사례를	674					2.8293
모여서	673					2.8287
대중의	673					2.8287
모른다고	673					2.8287
커지고	673					2.8287
한강	673					2.8287
소홀히	673					2.8287
생각이다.	673					2.8287
저자는	673					2.8287
전쟁에	673					2.8287
"사회,"	672					2.8280
*	672					2.8280
참여	672					2.8280
얘기다.	671					2.8274
땀이	671					2.8274
"것처럼,"	671					2.8274
더러	671					2.8274
돼야	671					2.8274
예산	671					2.8274
표현한	671					2.8274
1980년대	671					2.8274
돌아가신	670					2.8267
이뤄진	670					2.8267
투명한	670					2.8267
나름대로의	670					2.8267
단체의	670					2.8267
낮	670					2.8267
돈도	670					2.8267
그때마다	670					2.8267
직전	670					2.8267
드러나	670					2.8267
하여야	669					2.8261
준비	669					2.8261
살을	669					2.8261
너머로	669					2.8261
고유의	669					2.8261
병원에서	669					2.8261
이듬해	669					2.8261
영화에	669					2.8261
고향에	669					2.8261
백화점	668					2.8254
10대	668					2.8254
아름답고	668					2.8254
"않으며,"	668					2.8254
찍어	668					2.8254
여기까지	668					2.8254
비판이	668					2.8254
넘은	668					2.8254
시작된다.	668					2.8254
다니며	668					2.8254
예술은	667					2.8248
전직	667					2.8248
인간에	667					2.8248
확인하고	667					2.8248
행사가	667					2.8248
노동자	667					2.8248
아래에	667					2.8248
행사	667					2.8248
빼고	666					2.8241
엄마를	666					2.8241
"3,"	666					2.8241
서로가	666					2.8241
일으킬	666					2.8241
제2차	666					2.8241
느닷없이	666					2.8241
인물	666					2.8241
?.	666					2.8241
검사를	666					2.8241
집안에	666					2.8241
시대는	665					2.8235
것인지도	665					2.8235
"않지만,"	665					2.8235
다르지	665					2.8235
"말했습니다.
"	665					2.8235
일어섰다.	665					2.8235
50	665					2.8235
가정에서	665					2.8235
대강	665					2.8235
섞인	665					2.8235
비행기	664					2.8228
세우는	664					2.8228
열린다.	664					2.8228
발길을	664					2.8228
"하니,"	664					2.8228
설치	663					2.8222
쳐	663					2.8222
컴퓨터의	663					2.8222
실정이다.	663					2.8222
답변을	663					2.8222
부당한	663					2.8222
주위에	663					2.8222
가져	663					2.8222
거래	662					2.8215
둘째는	662					2.8215
그곳을	662					2.8215
나이를	662					2.8215
못지않게	662					2.8215
준비하고	662					2.8215
"'
"	662					2.8215
강을	662					2.8215
공동체	661					2.8209
흔적이	661					2.8209
가끔씩	661					2.8209
민주당이	661					2.8209
시각이	661					2.8209
처지에	661					2.8209
나로서는	660					2.8202
민족이	660					2.8202
폭이	660					2.8202
"채,"	660					2.8202
전북	660					2.8202
받으면	660					2.8202
것인	660					2.8202
틀린	660					2.8202
부분의	660					2.8202
지향하는	660					2.8202
팔레스타인	660					2.8202
나오게	660					2.8202
국회에서	659					2.8195
환경이	659					2.8195
"말하면,"	659					2.8195
연극	659					2.8195
회담	659					2.8195
없었다는	659					2.8195
부모를	659					2.8195
수천	659					2.8195
사뭇	659					2.8195
10%	658					2.8189
입장에서는	658					2.8189
나보다	658					2.8189
묵묵히	658					2.8189
"것인가.
"	658					2.8189
상징하는	658					2.8189
빠지는	658					2.8189
년을	658					2.8189
아이에게	657					2.8182
변한	657					2.8182
기업들은	657					2.8182
쓰인	657					2.8182
프로그램은	657					2.8182
엿볼	657					2.8182
김씨의	657					2.8182
골고루	657					2.8182
것이었습니다.	657					2.8182
학교는	657					2.8182
실질적으로	657					2.8182
있었으며	657					2.8182
민주	656					2.8176
못한다는	656					2.8176
싶었던	656					2.8176
올릴	656					2.8176
외로운	656					2.8176
아닐까.	656					2.8176
어디에서	656					2.8176
없으므로	656					2.8176
사건으로	656					2.8176
기억에	656					2.8176
놀라게	656					2.8176
제임스	655					2.8169
드문	655					2.8169
실수를	655					2.8169
매달	655					2.8169
담을	655					2.8169
+	655					2.8169
역사상	655					2.8169
죽지	655					2.8169
나에게는	655					2.8169
동생이	654					2.8162
최소	654					2.8162
활발하게	654					2.8162
"의하면,"	654					2.8162
생기면	654					2.8162
시원한	654					2.8162
비판적	654					2.8162
공기를	654					2.8162
원칙적으로	654					2.8162
기능은	654					2.8162
회담을	653					2.8156
크기의	653					2.8156
손쉽게	653					2.8156
죽음은	653					2.8156
떠나지	653					2.8156
속한다.	653					2.8156
언니가	653					2.8156
역할	652					2.8149
야당	652					2.8149
장의	652					2.8149
전국적으로	652					2.8149
도입	652					2.8149
화제가	652					2.8149
라디오	652					2.8149
벌을	652					2.8149
마련된	652					2.8149
욕망을	652					2.8149
예는	651					2.8142
순전히	651					2.8142
붙이고	651					2.8142
대책	651					2.8142
제기한	651					2.8142
조건	651					2.8142
생겨난	651					2.8142
인구의	650					2.8136
석	650					2.8136
게임을	649					2.8129
일들을	649					2.8129
의도를	649					2.8129
수요가	649					2.8129
이해하지	649					2.8129
대답은	649					2.8129
장소를	649					2.8129
가려	649					2.8129
문자	649					2.8129
예정된	649					2.8129
그에게는	649					2.8129
검토	648					2.8122
책임	648					2.8122
의원들은	648					2.8122
물체의	648					2.8122
자료	648					2.8122
공장을	648					2.8122
잠겨	648					2.8122
전쟁은	648					2.8122
붙잡고	648					2.8122
여성들은	648					2.8122
선거에서	648					2.8122
언어가	648					2.8122
포함된	648					2.8122
제출한	647					2.8116
지니는	647					2.8116
실상	647					2.8116
기초를	647					2.8116
하겠습니다.	647					2.8116
때문.	647					2.8116
관심과	647					2.8116
남들이	647					2.8116
관해서는	647					2.8116
넘어서	646					2.8109
집권	646					2.8109
예산을	646					2.8109
변하지	646					2.8109
년의	646					2.8109
어김없이	646					2.8109
슬쩍	646					2.8109
뻔한	646					2.8109
그때까지	646					2.8109
기회에	646					2.8109
들으며	646					2.8109
감각을	646					2.8109
권리가	646					2.8109
내려오는	646					2.8109
할아버지가	646					2.8109
농업	646					2.8109
최선의	646					2.8109
보기에는	646					2.8109
마케팅	646					2.8109
보호를	646					2.8109
민감한	646					2.8109
후기	645					2.8102
"것"""	645					2.8102
통틀어	645					2.8102
높이기	645					2.8102
기르는	645					2.8102
"""그래"	644					2.8096
"내렸다.
"	644					2.8096
앞세워	644					2.8096
"생각했다.
"	644					2.8096
일제의	644					2.8096
한번은	644					2.8096
늘어나는	644					2.8096
대대적인	644					2.8096
연세대	643					2.8089
건강	643					2.8089
토지	643					2.8089
상당	643					2.8089
배는	643					2.8089
동의를	643					2.8089
웃으면서	643					2.8089
하시는	643					2.8089
손가락을	643					2.8089
상품의	643					2.8089
각국	643					2.8089
그것들을	642					2.8082
정치적으로	642					2.8082
사내	642					2.8082
사회에서는	642					2.8082
나라와	642					2.8082
다해	642					2.8082
공기가	642					2.8082
몸과	641					2.8075
영향으로	641					2.8075
1996년	641					2.8075
밖에도	641					2.8075
세웠다.	641					2.8075
넓게	640					2.8069
5백	640					2.8069
배경을	640					2.8069
지키기	640					2.8069
경북	640					2.8069
"일이었다.
"	640					2.8069
환자를	640					2.8069
비밀을	640					2.8069
시인이	640					2.8069
있을까	640					2.8069
선수들의	640					2.8069
생겨	639					2.8062
고객의	639					2.8062
철학적	639					2.8062
준다는	639					2.8062
신규	639					2.8062
보라.	639					2.8062
가다가	639					2.8062
그것과	639					2.8062
홍콩	639					2.8062
재정	639					2.8062
옛날에	639					2.8062
비교할	639					2.8062
자격이	639					2.8062
말라는	639					2.8062
시기의	639					2.8062
"있어서,"	639					2.8062
일찍부터	639					2.8062
<>	639					2.8062
스무	639					2.8062
그때부터	639					2.8062
막연한	639					2.8062
물질적	639					2.8062
식사	639					2.8062
연방	639					2.8062
중시하는	639					2.8062
문학에	639					2.8062
변해	638					2.8055
갔던	638					2.8055
궁극적으로	638					2.8055
국회에	638					2.8055
과언이	638					2.8055
올렸다.	637					2.8048
아빠는	637					2.8048
끝없는	637					2.8048
분석을	637					2.8048
높여	637					2.8048
바라고	637					2.8048
통상	637					2.8048
아니며	637					2.8048
돌고	637					2.8048
들어섰다.	637					2.8048
무역	637					2.8048
이후에도	636					2.8041
펼쳐	636					2.8041
"넷째,"	636					2.8041
하루를	636					2.8041
행동	636					2.8041
놓을	636					2.8041
20대	635					2.8035
돕는	635					2.8035
것으로서	635					2.8035
막론하고	635					2.8035
정도다.	635					2.8035
수준에서	635					2.8035
쉬고	635					2.8035
강남구	635					2.8035
시민사회의	635					2.8035
전달하는	635					2.8035
중년	635					2.8035
본질적으로	635					2.8035
피어	635					2.8035
물건이	635					2.8035
주시기	635					2.8035
견해가	635					2.8035
나가지	634					2.8028
새벽에	634					2.8028
돌리고	634					2.8028
웬만한	634					2.8028
"나온다.
"	634					2.8028
받아들여	634					2.8028
옛날의	634					2.8028
길이는	634					2.8028
분석	634					2.8028
생명	634					2.8028
개선	634					2.8028
용호는	634					2.8028
선거에	634					2.8028
독자의	633					2.8021
눈과	633					2.8021
말처럼	633					2.8021
국가적	633					2.8021
사용되고	633					2.8021
드러났다.	632					2.8014
영어로	632					2.8014
"""네,"	632					2.8014
자동차를	632					2.8014
죽게	632					2.8014
변하는	632					2.8014
넓고	632					2.8014
그렇게도	632					2.8014
재미를	632					2.8014
돼.	632					2.8014
성격	632					2.8014
간단하게	632					2.8014
먹이를	632					2.8014
있는가.	632					2.8014
얽힌	631					2.8007
일본으로	631					2.8007
구조조정	631					2.8007
"것인가?
"	631					2.8007
작업은	631					2.8007
가졌다.	631					2.8007
영호는	630					2.8000
내밀었다.	630					2.8000
던지는	630					2.8000
처리할	630					2.8000
졸업하고	630					2.8000
→	630					2.8000
빛의	630					2.8000
여유를	630					2.8000
위원장은	630					2.8000
입장은	630					2.8000
임무를	630					2.8000
브라질	629					2.7993
부르며	629					2.7993
중심을	629					2.7993
부부	629					2.7993
갈아	629					2.7993
차량	629					2.7993
비교하여	629					2.7993
국내의	629					2.7993
전반적으로	628					2.7987
시계를	628					2.7987
관해서	628					2.7987
대문을	628					2.7987
김씨가	628					2.7987
일생을	628					2.7987
단숨에	628					2.7987
요즈음	628					2.7987
손가락으로	628					2.7987
50%	628					2.7987
앞에는	628					2.7987
연기	627					2.7980
프로그램에	627					2.7980
딸의	627					2.7980
보았던	627					2.7980
흘리며	627					2.7980
것이기도	627					2.7980
사상은	627					2.7980
연신	627					2.7980
별이	627					2.7980
예의	627					2.7980
집안이	627					2.7980
중얼거렸다.	627					2.7980
가져올	626					2.7973
선택의	626					2.7973
당국의	626					2.7973
주먹을	626					2.7973
담당하는	626					2.7973
그녀와	626					2.7973
따위는	626					2.7973
근대적	626					2.7973
거라는	625					2.7966
많다고	625					2.7966
이곳은	625					2.7966
사이버	625					2.7966
의문이	625					2.7966
엎드려	625					2.7966
낮게	624					2.7959
극단적인	624					2.7959
어미	624					2.7959
쓰러져	624					2.7959
고함을	624					2.7959
평화	624					2.7959
"밤,"	624					2.7959
로	624					2.7959
참여하고	624					2.7959
사용한다.	624					2.7959
