V1,V2,V3,V4
strongsubj,심하게 일어나다,-2,negative
strongsubj,심하게 짓눌러,-2,negative
strongsubj,심하게 트림하는,-2,negative
strongsubj,심하게 풍기는,-2,negative
strongsubj,심하게 학대하다,-2,negative
strongsubj,심하다,-2,negative
strongsubj,심하면,-2,negative
strongsubj,심하면 아프다,-2,negative
strongsubj,심하면 피가,-2,negative
strongsubj,심한,-2,negative
strongsubj,심한 것을,-2,negative
strongsubj,심한 고생이나,-2,negative
strongsubj,심한 고통,-2,negative
strongsubj,심한 고통이나,-2,negative
strongsubj,심한 냄새가,-2,negative
strongsubj,심한 복통을,-2,negative
strongsubj,심한 상태에,-2,negative
strongsubj,심한 아픔,-2,negative
strongsubj,심한 압박감을,-2,negative
strongsubj,심한 추위를,-2,negative
strongsubj,심한 통증,-2,negative
strongsubj,심한 통증을,-2,negative
strongsubj,심한 혐오감을,-2,negative
strongsubj,심해지는 병,-2,negative
strongsubj,심히 모자라는,-2,negative
strongsubj,심히 아파서,-2,negative
weaksubj,싱거운,-1,negative
weaksubj,싱거운 데가,-1,negative
weaksubj,싱거운 사람을,-1,negative
weaksubj,싱겁게,-1,negative
weaksubj,싱겁다,-1,negative
strongsubj,싱그럽다,2,positive
strongsubj,싱글거리다,2,positive
strongsubj,싱글대다,2,positive
strongsubj,싱글벙글,2,positive
strongsubj,싱글벙글하다,2,positive
weaksubj,싱긋대다,1,positive
strongsubj,싱싱하고,2,positive
strongsubj,싱싱하고 맑은,2,positive
strongsubj,싱싱하고 힘찬,2,positive
strongsubj,싱싱하다,2,positive
strongsubj,싱싱한,2,positive
strongsubj,싱싱한 모양,2,positive
strongsubj,싱싱히,2,positive
weaksubj,싶지 아니한,-1,negative
weaksubj,싶지 않았던,-1,negative
weaksubj,ㅆ,1,positive
weaksubj,ㅆㅂ,-1,negative
strongsubj,싸근싸근히,2,positive
strongsubj,싸글싸글히,2,positive
weaksubj,싸늘한,-1,negative
weaksubj,싸늘한 느낌,-1,negative
weaksubj,싸늘한 느낌이,-1,negative
strongsubj,싸우는 짓,-2,negative
strongsubj,싸우다,-2,negative
weaksubj,싸움,-1,negative
strongsubj,싸움에서 패하고,-2,negative
strongsubj,싹싹하고,2,positive
strongsubj,싹싹하고 상냥하게,2,positive
weaksubj,싹싹한,1,positive
weaksubj,싹싹한 데가,1,positive
weaksubj,쌀쌀맞고,-1,negative
weaksubj,쌀쌀맞다,-1,negative
weaksubj,쌀쌀한,-1,negative
weaksubj,쌀쌀한 데가,-1,negative
weaksubj,쌓엿던 먼지,-1,negative
strongsubj,쌓인 원망과,-2,negative
strongsubj,쌓인 원한이나,-2,negative
strongsubj,쌓인 은혜,2,positive
strongsubj,쌓인 음기,-2,negative
strongsubj,써글써글히,2,positive
strongsubj,썩 좋거나,2,positive
strongsubj,썩 훌륭하거나,2,positive
strongsubj,썩거나,-2,negative
strongsubj,썩는,-2,negative
strongsubj,썩는 병,-2,negative
weaksubj,썩소,-1,negative
strongsubj,썩어서,-2,negative
strongsubj,썩이다,-2,negative
strongsubj,썩임,-2,negative
weaksubj,썰렁한,-1,negative
weaksubj,썰렁한 모양,-1,negative
weaksubj,썸,1,positive
strongsubj,쏘아붙이는,-2,negative
strongsubj,쏘아붙이는 소리,-2,negative
weaksubj,쑤시고,-1,negative
weaksubj,쑤시는,-1,negative
weaksubj,쑤시는 것같이,-1,negative
weaksubj,쑤시는 것처럼,-1,negative
weaksubj,쑤시는 모양,-1,negative
weaksubj,쑤시는 짓을,-1,negative
weaksubj,쑤시다,-1,negative
strongsubj,쑤시듯 아픈,-2,negative
weaksubj,쑤시듯이,-1,negative
strongsubj,쑤시듯이 아프다,-2,negative
weaksubj,쑤시며,-1,negative
weaksubj,쑥스럽거나 미안하여,-1,negative
weaksubj,쑥스럽다,-1,negative
weaksubj,쓰기 좋게,1,positive
strongsubj,쓰라리다,-2,negative
strongsubj,쓰라린,-2,negative
strongsubj,쓰라린 경험을,-2,negative
strongsubj,쓰라린 느낌이,-2,negative
strongsubj,쓰라린 아픔을,-2,negative
strongsubj,쓰라림,-2,negative
strongsubj,쓰라림 따위가,-2,negative
strongsubj,쓰러뜨리다,0,neutral
strongsubj,쓰러져,-2,negative
strongsubj,쓰러지거나,-2,negative
strongsubj,쓰러지다,-2,negative
strongsubj,쓰러질,-2,negative
strongsubj,쓰러질 듯이,-2,negative
strongsubj,쓰러질 듯하게,-2,negative
strongsubj,쓰러질 듯하고,-2,negative
strongsubj,쓰러질 듯하다,-2,negative
strongsubj,쓰러질 듯한,-2,negative
strongsubj,쓰리고,-2,negative
strongsubj,쓰리고 아리다,-2,negative
strongsubj,쓰리고 아픈,-2,negative
strongsubj,쓰리고 아픔,-2,negative
strongsubj,쓰리다,-2,negative
strongsubj,쓰리며 아픈,-2,negative
strongsubj,쓰며,-2,negative
weaksubj,쓰지 못하게,-1,negative
strongsubj,쓰지 아니함,-2,negative
weaksubj,쓴,-1,negative
weaksubj,쓴 맛이,-1,negative
weaksubj,쓸 만하게,1,positive
strongsubj,쓸데없거나,-2,negative
strongsubj,쓸데없는,-2,negative
strongsubj,쓸데없는 것들을,-2,negative
strongsubj,쓸데없는 말을,-2,negative
strongsubj,쓸데없는 말이나,-2,negative
strongsubj,쓸데없는 소리,-2,negative
strongsubj,쓸데없는 소리를,-2,negative
strongsubj,쓸데없다,-2,negative
strongsubj,쓸데없음을,-2,negative
strongsubj,쓸데없음을 이르는,-2,negative
strongsubj,쓸데없이,-2,negative
weaksubj,쓸데없이 나돌아,-1,negative
strongsubj,쓸데없이 지루하게,-2,negative
strongsubj,쓸데없이 집적거리며,-2,negative
strongsubj,쓸데없이 짓궃게,-2,negative
weaksubj,쓸모 있게,1,positive
weaksubj,쓸모 있는,1,positive
strongsubj,쓸모가 없는,-2,negative
strongsubj,쓸모가 없다,-2,negative
strongsubj,쓸모가 없음을,-2,negative
strongsubj,쓸모가 없이,-2,negative
weaksubj,쓸모없고,-1,negative
weaksubj,쓸모없고 하찮은,-1,negative
strongsubj,쓸모없다,-2,negative
strongsubj,쓸모없이,-2,negative
strongsubj,쓸쓸하게,-2,negative
strongsubj,쓸쓸하고,-2,negative
strongsubj,쓸쓸하고 막막하다,-2,negative
strongsubj,쓸쓸하고 외로운,-2,negative
strongsubj,쓸쓸하고 외로워,-2,negative
strongsubj,쓸쓸하다,-2,negative
strongsubj,쓸쓸한,-2,negative
strongsubj,쓸쓸한 느낌을,-2,negative
strongsubj,쓸쓸한 등불이라는,-2,negative
strongsubj,쓸쓸한 밤을,-2,negative
strongsubj,쓸쓸함,-2,negative
strongsubj,쓸쓸히,-2,negative
strongsubj,쓸쓸히 자는,-2,negative
weaksubj,씀벅대다,-1,negative
weaksubj,씁쓰레,-1,negative
weaksubj,씁쓰레하게,-1,negative
weaksubj,씁쓰레하다,-1,negative
weaksubj,씁쓰름하다,-1,negative
weaksubj,씁씁하다,-1,negative
weaksubj,씩씩하게,1,positive
strongsubj,씩씩하게 나아감,2,positive
weaksubj,씩씩하고,1,positive
strongsubj,씩씩하고 시원시원한,2,positive
strongsubj,씩씩하고 힘차다,2,positive
weaksubj,씩씩하다,1,positive
weaksubj,씹다,-1,negative
weaksubj,씹히는,-1,negative
weaksubj,씹히는 모양,-1,negative
weaksubj,씻어서 깨끗하게,1,positive
weaksubj,ㅇㄴ,-1,negative
weaksubj,ㅇㅅㅇ,1,positive
weaksubj,ㅇㅈ,1,positive
weaksubj,ㅇㅋ,1,positive
weaksubj,ㅇㅎ,1,positive
weaksubj,아기자기하거나,1,positive
weaksubj,아기자기하거나 간드러진,1,positive
weaksubj,아기자기하게,1,positive
weaksubj,아기자기하게 즐겁고,1,positive
weaksubj,아까움,-1,negative
weaksubj,아까워서,-1,negative
weaksubj,아까워하다,-1,negative
weaksubj,아깝게,-1,negative
weaksubj,아깝게 생각하다,-1,negative
weaksubj,아깝다,-1,negative
weaksubj,아끼고,1,positive
strongsubj,아끼고 귀중히,2,positive
strongsubj,아끼고 사랑하는,2,positive
strongsubj,아끼고 소중히,2,positive
strongsubj,아끼고 위하는,2,positive
weaksubj,아끼다,1,positive
weaksubj,아끼어,1,positive
weaksubj,아끼어 친밀하게,1,positive
weaksubj,아낌없이,1,positive
weaksubj,아내를 아끼고,1,positive
weaksubj,아늑한,1,positive
weaksubj,아늑한 곳을,1,positive
weaksubj,아는 것이 깊고,1,positive
weaksubj,아는 것이 없음,-1,negative
weaksubj,아는 벗,1,positive
weaksubj,아는 힘,1,positive
strongsubj,아니꼬운,-2,negative
strongsubj,아니꼬운 일을,-2,negative
strongsubj,아니꼬울 때,-2,negative
strongsubj,아니꼽거나,-2,negative
strongsubj,아니꼽거나 시샘이,-2,negative
strongsubj,아니꼽다,-2,negative
strongsubj,아니다,-2,negative
strongsubj,아니하고,-2,negative
strongsubj,아니하고 가볍다,-2,negative
strongsubj,아니하고 걱정스럽다,-2,negative
strongsubj,아니하고 괴로움,-2,negative
strongsubj,아니하고 괴롭다,-2,negative
strongsubj,아니하고 데면데면하게,-2,negative
strongsubj,아니하고 데면데면하다,-2,negative
weaksubj,아니하고 들어맞다,1,positive
strongsubj,아니하고 조마조마하게,-2,negative
strongsubj,아니하고 조마조마하다,-2,negative
strongsubj,아니하고 조마조마한,-2,negative
strongsubj,아니하고 조마조마함,-2,negative
strongsubj,아니하다,-2,negative
strongsubj,아니하여 못마땅하게,-2,negative
strongsubj,아니하여 섭섭하거나,-2,negative
strongsubj,아니하여 싫거나,-2,negative
strongsubj,아니한 상태가,-2,negative
strongsubj,아니한다고 투덜거리다,-2,negative
weaksubj,아담하고,1,positive
weaksubj,아담하고 깨끗한,1,positive
weaksubj,아담하고 말끔하게,1,positive
weaksubj,아담하고 말끔하다,1,positive
weaksubj,아담하고 말끔한,1,positive
strongsubj,아둔하고,-2,negative
strongsubj,아둔하고 약빠르지,-2,negative
weaksubj,아득하다,-1,negative
weaksubj,아랫배가 아픈,-1,negative
weaksubj,아량을 베푸는,1,positive
weaksubj,아르엔에이 바이러스,-1,negative
strongsubj,아름다우며,2,positive
strongsubj,아름다우며 멋들어지게,2,positive
strongsubj,아름다운,2,positive
strongsubj,아름다운 경지,2,positive
strongsubj,아름다운 경치,2,positive
strongsubj,아름다운 경치를,2,positive
strongsubj,아름다운 글,2,positive
strongsubj,아름다운 글귀,2,positive
strongsubj,아름다운 글귀를,2,positive
strongsubj,아름다운 깃,2,positive
strongsubj,아름다운 뜻,2,positive
strongsubj,아름다운 말과,2,positive
strongsubj,아름다운 말과 글,2,positive
strongsubj,아름다운 말이나,2,positive
strongsubj,아름다운 말이나 글,2,positive
strongsubj,아름다운 문장,2,positive
strongsubj,아름다운 문장이라는,2,positive
strongsubj,아름다운 사람을,2,positive
strongsubj,아름다운 수식이,2,positive
strongsubj,아름다운 여인의,2,positive
strongsubj,아름다운 여자를,2,positive
strongsubj,아름다운 영예,2,positive
strongsubj,아름다운 영예를,2,positive
strongsubj,아름다운 옷,2,positive
strongsubj,아름다운 용모와,2,positive
strongsubj,아름다운 용모와 자태,2,positive
strongsubj,아름다운 이미지로,2,positive
strongsubj,아름다운 일,2,positive
strongsubj,아름다운 장식,2,positive
strongsubj,아름다운 재목,2,positive
strongsubj,아름다운 점,2,positive
strongsubj,아름다운 태가,2,positive
strongsubj,아름다운 태도,2,positive
strongsubj,아름다운 털,2,positive
strongsubj,아름다움,2,positive
strongsubj,아름다움과,2,positive
strongsubj,아름다움을,2,positive
strongsubj,아름다움을 나타내는,2,positive
strongsubj,아름다움을 살펴,2,positive
weaksubj,아름다움을 요구한다,1,positive
strongsubj,아름다움을 추구하는,2,positive
strongsubj,아름다움이나,2,positive
strongsubj,아름다워,2,positive
strongsubj,아름다워 눈으로,2,positive
strongsubj,아름다워서,2,positive
strongsubj,아름다워서 관상용으로,2,positive
strongsubj,아름답거나,2,positive
strongsubj,아름답게,2,positive
strongsubj,아름답게 꾸며져,2,positive
strongsubj,아름답게 꾸미고,2,positive
strongsubj,아름답게 빛나고,2,positive
strongsubj,아름답고,2,positive
strongsubj,아름답고 고운,2,positive
strongsubj,아름답고 고운 빛깔,2,positive
strongsubj,아름답고 부드러운,2,positive
strongsubj,아름답고 섬세하게,2,positive
strongsubj,아름답고 예쁘게,2,positive
strongsubj,아름답고 요염함,2,positive
strongsubj,아름답고 정연하게,2,positive
strongsubj,아름답고 훌륭한,2,positive
strongsubj,아름답다,2,positive
strongsubj,아름답다고 찬양하는,2,positive
strongsubj,아름답다고 찬양함,2,positive
weaksubj,아름답지 못하고,-1,negative
strongsubj,아리고,-2,negative
strongsubj,아리고 자리다,-2,negative
strongsubj,아리다,-2,negative
strongsubj,아리땁다,2,positive
strongsubj,아무 값어치나 의의가 없다,-2,negative
weaksubj,아무 성과도,-1,negative
strongsubj,아무 쓸모가 없음을,-2,negative
strongsubj,아무 탈이 없고,2,positive
weaksubj,아무것도 모르면서,-1,negative
strongsubj,아무것도 없는,-2,negative
strongsubj,아무것도 없다,-2,negative
strongsubj,아무것도 없어서,-2,negative
strongsubj,아무것도 없으면서,-2,negative
weaksubj,아무렇게나,-1,negative
weaksubj,아무에게나 함부로,-1,negative
weaksubj,아물아물,-1,negative
weaksubj,아물아물 돌리는,-1,negative
weaksubj,아물아물 돌리다,-1,negative
weaksubj,아삭아삭한,1,positive
weaksubj,아삭아삭한 모양,1,positive
weaksubj,아삭하다,1,positive
weaksubj,아수록하다,-1,negative
weaksubj,아쉬움,-1,negative
weaksubj,아쉬움 없이,1,positive
weaksubj,아쉬워하는,-1,negative
weaksubj,아쉬워하는 마음,-1,negative
weaksubj,아쉬워하다,-1,negative
weaksubj,아쉽거나,-1,negative
weaksubj,아쉽거나 섭섭한,-1,negative
weaksubj,아쉽다,-1,negative
weaksubj,아슬아슬하고,-1,negative
weaksubj,아슬아슬하고 위험한,-1,negative
strongsubj,아아 슬프도다,-2,negative
weaksubj,아오안,-1,negative
weaksubj,아웃 오브 안중,-1,negative
weaksubj,아주 가깝게,1,positive
weaksubj,아주 가깝다,1,positive
weaksubj,아주 고요해짐,1,positive
strongsubj,아주 고통스럽거나,-2,negative
weaksubj,아주 공평하여,1,positive
strongsubj,아주 귀찮게,-2,negative
strongsubj,아주 깨끗하다,2,positive
strongsubj,아주 깨끗한,2,positive
strongsubj,아주 꺼리는,-2,negative
weaksubj,아주 늘씬한,1,positive
strongsubj,아주 다정하고,2,positive
strongsubj,아주 당당하고,2,positive
strongsubj,아주 더럽게,-2,negative
strongsubj,아주 뛰어나고,2,positive
strongsubj,아주 맑고,2,positive
strongsubj,아주 맑아지는,2,positive
strongsubj,아주 망치다,-2,negative
weaksubj,아주 매끄럽다,1,positive
strongsubj,아주 맥없이,-2,negative
strongsubj,아주 멋지게,2,positive
strongsubj,아주 못된,-2,negative
weaksubj,아주 밝고,1,positive
strongsubj,아주 방정맞게,-2,negative
strongsubj,아주 보잘것없다,-2,negative
strongsubj,아주 보잘것없음,-2,negative
weaksubj,아주 부드럽고,1,positive
weaksubj,아주 쉽다,1,positive
strongsubj,아주 시원스럽게,2,positive
strongsubj,아주 심하게,-2,negative
strongsubj,아주 심한,-2,negative
strongsubj,아주 알맞게,2,positive
strongsubj,아주 야단스럽고,-2,negative
strongsubj,아주 야무지고,2,positive
strongsubj,아주 어리석고,-2,negative
weaksubj,아주 예사롭게,1,positive
strongsubj,아주 온전한,2,positive
strongsubj,아주 요긴한,2,positive
strongsubj,아주 요란스럽게,-2,negative
strongsubj,아주 잘되다,2,positive
strongsubj,아주 잘됨,2,positive
strongsubj,아주 저버리다,-2,negative
strongsubj,아주 적절하게,2,positive
strongsubj,아주 적절한,2,positive
strongsubj,아주 좋고,2,positive
strongsubj,아주 좋아서,2,positive
strongsubj,아주 좋은,2,positive
strongsubj,아주 즐겁고,2,positive
strongsubj,아주 지겹도록,-2,negative
strongsubj,아주 치사하고,-2,negative
strongsubj,아주 친하게,2,positive
strongsubj,아주 친하다,2,positive
strongsubj,아주 탐스러울,2,positive
strongsubj,아주 튼튼하다,2,positive
strongsubj,아주 화목하고,2,positive
weaksubj,아찔하다,-1,negative
weaksubj,아찔하여지다,-1,negative
weaksubj,아첨을,-1,negative
weaksubj,아첨을 떠는,-1,negative
weaksubj,아첨을 떨다,-1,negative
weaksubj,아첨을 하며,-1,negative
weaksubj,아첨하고,-1,negative
weaksubj,아첨하는,-1,negative
weaksubj,아첨하는 데가,-1,negative
weaksubj,아첨하는 모양,-1,negative
weaksubj,아첨하다,-1,negative
weaksubj,아첨하여,-1,negative
weaksubj,아첨하여 따르고,-1,negative
weaksubj,아첨함을,-1,negative
strongsubj,아파,-2,negative
strongsubj,아파 오다,-2,negative
strongsubj,아파서,-2,negative
strongsubj,아파서 애달프게,-2,negative
strongsubj,아파서 얄미울,-2,negative
strongsubj,아파서 자꾸,-2,negative
strongsubj,아파하는,-2,negative
strongsubj,아파하는 일,-2,negative
strongsubj,아파하는 증상,-2,negative
strongsubj,아파하다,-2,negative
strongsubj,아프거나,-2,negative
strongsubj,아프거나 무서워서,-2,negative
strongsubj,아프게,-2,negative
strongsubj,아프게 느껴지다,-2,negative
strongsubj,아프게 되는,-2,negative
strongsubj,아프게 되다,-2,negative
strongsubj,아프게 치다,-2,negative
strongsubj,아프고,-2,negative
strongsubj,아프고 가엽다,-2,negative
strongsubj,아프고 괴롭게,-2,negative
strongsubj,아프고 괴롭다,-2,negative
strongsubj,아프고 답답하게,-2,negative
strongsubj,아프고 답답하다,-2,negative
strongsubj,아프고 메스꺼워,-2,negative
strongsubj,아프다,-2,negative
strongsubj,아프며,-2,negative
strongsubj,아프며 약하면,-2,negative
strongsubj,아프면서,-2,negative
strongsubj,아픈,-2,negative
strongsubj,아픈 경우를,-2,negative
strongsubj,아픈 느낌,-2,negative
strongsubj,아픈 느낌이,-2,negative
strongsubj,아픈 데가,-2,negative
strongsubj,아픈 듯하면서도,-2,negative
strongsubj,아픈 듯한,-2,negative
strongsubj,아픈 모양,-2,negative
strongsubj,아픈 병,-2,negative
strongsubj,아픈 병증,-2,negative
strongsubj,아픈 임질,-2,negative
strongsubj,아픈 증상,-2,negative
strongsubj,아픈 증상이,-2,negative
strongsubj,아픈 증세에,-2,negative
strongsubj,아플,-2,negative
strongsubj,아플 만큼,-2,negative
strongsubj,아픔,-2,negative
strongsubj,아픔을,-2,negative
strongsubj,아픔을 느끼다,-2,negative
strongsubj,아픔을 호소하는,-2,negative
weaksubj,악당,-1,negative
strongsubj,악독하게,-2,negative
strongsubj,악독한,-2,negative
strongsubj,악독한 방법으로,-2,negative
strongsubj,악독한 사람을,-2,negative
strongsubj,악마,-2,negative
weaksubj,악마에,-1,negative
weaksubj,악마에 비유하여,-1,negative
weaksubj,악명 높은,-1,negative
weaksubj,악명높은,-1,negative
strongsubj,악몽,-2,negative
strongsubj,악성,-2,negative
strongsubj,악순환,-2,negative
strongsubj,악업,-2,negative
strongsubj,악업을,-2,negative
strongsubj,악에,-2,negative
strongsubj,악에 받쳐서,-2,negative
strongsubj,악연,-2,negative
strongsubj,악을 쓰고,-2,negative
strongsubj,악의,-2,negative
weaksubj,악의의,-1,negative
weaksubj,악의적,-1,negative
strongsubj,악의적인,-2,negative
strongsubj,악인연,-2,negative
weaksubj,악지를,-1,negative
weaksubj,악지를 부려,-1,negative
weaksubj,악취,-1,negative
strongsubj,악플,-2,negative
strongsubj,악하고,-2,negative
strongsubj,악하고 모질게,-2,negative
strongsubj,악하고 모질다,-2,negative
strongsubj,악하고 모짊,-2,negative
strongsubj,악하다,-2,negative
strongsubj,악한,-2,negative
weaksubj,악한 마음을,-1,negative
strongsubj,악한 짓을,-2,negative
strongsubj,악한 첩,-2,negative
strongsubj,악화되다,-2,negative
weaksubj,안 되거나,-1,negative
weaksubj,안 되어,-1,negative
strongsubj,안 좋은,-2,negative
weaksubj,안구 정화,1,positive
weaksubj,안구 테러,-1,negative
weaksubj,안궁,-1,negative
weaksubj,안달,-1,negative
weaksubj,안달복달,-1,negative
weaksubj,안달복달하다,-1,negative
weaksubj,안달이 나서,-1,negative
weaksubj,안도,1,positive
weaksubj,안도감,1,positive
weaksubj,안도하다,1,positive
weaksubj,안되고 애처롭게,-1,negative
weaksubj,안락,1,positive
weaksubj,안락하게,1,positive
weaksubj,안락하게 지내는,1,positive
weaksubj,안락하게 지내도록,1,positive
weaksubj,안락하다,1,positive
weaksubj,안목,1,positive
weaksubj,안물,-1,negative
weaksubj,안색이 흙빛과,-1,negative
weaksubj,안습,-1,negative
weaksubj,안심,1,positive
weaksubj,안심감,1,positive
weaksubj,안심이,1,positive
weaksubj,안심이 되는,1,positive
strongsubj,안심찮다,-2,negative
weaksubj,안심하다,1,positive
weaksubj,안쓰러워하다,-1,negative
weaksubj,안쓰럽다,-1,negative
weaksubj,안에서 비정상적으로,-1,negative
weaksubj,안장서 죽기만을,-1,negative
strongsubj,안전,2,positive
weaksubj,안전하다,1,positive
weaksubj,안전하지 못한,-1,negative
strongsubj,안전한,2,positive
weaksubj,안전함,1,positive
weaksubj,안절부절,-1,negative
weaksubj,안절부절못하는,-1,negative
weaksubj,안절부절못하다,-1,negative
weaksubj,안절부절하다,-1,negative
weaksubj,안정,1,positive
weaksubj,안정감이 없는,-1,negative
weaksubj,안정감이 없다,-1,negative
weaksubj,안정되게,1,positive
weaksubj,안정되게 하다,1,positive
weaksubj,안정되지 못하고,-1,negative
weaksubj,안정되지 못하여,-1,negative
weaksubj,안정되지 못한,-1,negative
weaksubj,안정되지 아니함,-1,negative
weaksubj,안정을 찾은,1,positive
weaksubj,안정한,1,positive
weaksubj,안정한 곳이라는,1,positive
weaksubj,안존하다,1,positive
strongsubj,안좋은 상황,-2,negative
weaksubj,안처하다,1,positive
strongsubj,안타까울,-2,negative
strongsubj,안타까울 정도로,-2,negative
strongsubj,안타까워,-2,negative
strongsubj,안타까워서,-2,negative
strongsubj,안타까워하는,-2,negative
strongsubj,안타까워하는 모양,-2,negative
strongsubj,안타까워하다,-2,negative
strongsubj,안타깝거나,-2,negative
strongsubj,안타깝거나 쓰라리다,-2,negative
strongsubj,안타깝게,-2,negative
strongsubj,안타깝게 뉘우쳐져,-2,negative
strongsubj,안타깝게 다가오는,-2,negative
weaksubj,안타깝게 애쓰며,-1,negative
strongsubj,안타깝게 여기다,-2,negative
strongsubj,안타깝게 자꾸,-2,negative
strongsubj,안타깝게 죄이거나,-2,negative
strongsubj,안타깝게 타는,-2,negative
strongsubj,안타깝게 타다,-2,negative
strongsubj,안타깝게 타들어,-2,negative
strongsubj,안타깝고,-2,negative
strongsubj,안타깝고 만족스럽지,-2,negative
strongsubj,안타깝다,-2,negative
weaksubj,않고 대충대충,-1,negative
weaksubj,않고 올바르다,1,positive
strongsubj,않고 좀스럽게,-2,negative
weaksubj,않아 느슨하다,-1,negative
weaksubj,않아 싱겁게,-1,negative
weaksubj,않아 언짢은,-1,negative
weaksubj,않으나 쓰리다,-1,negative
weaksubj,알기 쉽게,1,positive
weaksubj,알기 어렵다,-1,negative
weaksubj,알리지 않거나,-1,negative
weaksubj,알맞게,1,positive
weaksubj,알맞게 내리는,1,positive
weaksubj,알맞게 노르스름하게,1,positive
weaksubj,알맞게 노르스름하다,1,positive
weaksubj,알맞게 높다,1,positive
weaksubj,알맞게 높아,1,positive
weaksubj,알맞게 되다,1,positive
weaksubj,알맞게 두껍게,1,positive
weaksubj,알맞게 따뜻하다,1,positive
weaksubj,알맞게 뜨뜻하다,1,positive
weaksubj,알맞게 서늘하게,1,positive
weaksubj,알맞게 작으면서도,1,positive
weaksubj,알맞다,1,positive
weaksubj,알못,-1,negative
weaksubj,알아듣기 어려울,-1,negative
weaksubj,알아듣지 못하도록,-1,negative
weaksubj,알아듣지 못한,-1,negative
weaksubj,알아듣지 못할,-1,negative
weaksubj,알아들을 수 없는,-1,negative
weaksubj,알아서 깨달음,1,positive
weaksubj,알아서 스스로,1,positive
weaksubj,알아차리지 못하다,-1,negative
weaksubj,알알한,-1,negative
weaksubj,알알한 듯하다,-1,negative
weaksubj,알알한 모양,-1,negative
weaksubj,알지 못하는,-1,negative
weaksubj,알지 못하여,-1,negative
weaksubj,알지 못함을,-1,negative
weaksubj,알짝지근하다,-1,negative
weaksubj,알짤지근한,-1,negative
weaksubj,알짤지근한 모양,-1,negative
strongsubj,알차고,2,positive
strongsubj,알차고 실하게,2,positive
weaksubj,앍은 자국이,-1,negative
strongsubj,앓거나,-2,negative
strongsubj,앓거나 허약하여져서,-2,negative
strongsubj,앓고,-2,negative
strongsubj,앓고 난,-2,negative
strongsubj,앓는,-2,negative
strongsubj,앓는 결핵,-2,negative
strongsubj,앓는 모양,-2,negative
weaksubj,앓는 병,-1,negative
strongsubj,앓는 사람이,-2,negative
strongsubj,앓는 상태에,-2,negative
strongsubj,앓다,-2,negative
strongsubj,앓아도,-2,negative
weaksubj,앓아서,-1,negative
weaksubj,앓을,-1,negative
strongsubj,앓음,-2,negative
weaksubj,암담한,-1,negative
weaksubj,암담한 상태나,-1,negative
strongsubj,암상스러운,-2,negative
strongsubj,암상스러운 사람을,-2,negative
strongsubj,암상스럽게,-2,negative
strongsubj,암상스럽게 불평을,-2,negative
strongsubj,암상스럽게 토달거리다,-2,negative
strongsubj,암으로,-2,negative
weaksubj,암으로 말미암아,-1,negative
weaksubj,압도하다,1,positive
weaksubj,압력을 가하여,-1,negative
weaksubj,압박감을,-1,negative
weaksubj,압박감을 주다,-1,negative
weaksubj,압박하여,-1,negative
strongsubj,압억되다,-2,negative
strongsubj,앙 기모띠,2,positive
strongsubj,앙갚음으로,-2,negative
strongsubj,앙갚음하려고,-2,negative
strongsubj,앙갚음하려고 하는,-2,negative
strongsubj,앙갚음할,-2,negative
strongsubj,앙갚음할 마음을,-2,negative
weaksubj,앙칼지게,-1,negative
weaksubj,앙큼하게,-1,negative
weaksubj,앙큼하게 하다,-1,negative
strongsubj,앙큼하다,0,neutral
weaksubj,앞뒤 생각 없이,-1,negative
weaksubj,앞뒤를 가리지 않고,-1,negative
weaksubj,앞뒤를 고려하지 않고,-1,negative
weaksubj,앞뒤를 헤아리지 아니하고,-1,negative
weaksubj,앞뒤를 헤아리지 않고,-1,negative
weaksubj,앞선 상태에,1,positive
weaksubj,앞으로 나가지 못하고,-1,negative
weaksubj,앞으로 나아가게,1,positive
weaksubj,앞으로 나아가지 못하고,-1,negative
weaksubj,앞으로 좋게,1,positive
strongsubj,앞이 막막하게,-2,negative
weaksubj,앞잡이,-1,negative
weaksubj,앞잡이 노릇,-1,negative
weaksubj,앞잡이 노릇을,-1,negative
weaksubj,앞질러,1,positive
weaksubj,앞질러 나서는,1,positive
weaksubj,애가 쓰이다,-1,negative
weaksubj,애가 자꾸 타는,-1,negative
weaksubj,애가 자꾸 타다,-1,negative
weaksubj,애가 타는,-1,negative
weaksubj,애가 타다,-1,negative
weaksubj,애가 타서,-1,negative
weaksubj,애가 탐,-1,negative
weaksubj,애교가 있어서,1,positive
strongsubj,애달파하는,-2,negative
strongsubj,애달파하는 일,-2,negative
strongsubj,애달파하다,-2,negative
strongsubj,애달프게,-2,negative
strongsubj,애달프게 자꾸,-2,negative
strongsubj,애달프게 짖는,-2,negative
strongsubj,애달프다,-2,negative
strongsubj,애도함,-2,negative
weaksubj,애를 먹는,-1,negative
weaksubj,애를 먹다,-1,negative
weaksubj,애를 써,-1,negative
weaksubj,애를 써서,-1,negative
weaksubj,애를 쓰는,-1,negative
weaksubj,애를 쓰다,-1,negative
weaksubj,애를 태우다,-1,negative
strongsubj,애석,-2,negative
strongsubj,애석하다,-2,negative
weaksubj,애쓰는,-1,negative
weaksubj,애쓰는 모양,-1,negative
weaksubj,애쓰다,-1,negative
weaksubj,애옥살림하다,-1,negative
strongsubj,애절한,-2,negative
